Name,DOB,Email,phone_number,Country,location,Address,Education,Gender,Zip_Code,skillsofusers,File_path
Madden Roman,15-05-1953,madden.roman@bilearner.com,+1-616-212-1311x196,United States,"Colorado Springs, Colorado",5964 Smith Route,Bachelors,Male,94290,['chef'],archive (5)/data/data/CHEF/26718039.pdf
Keshawn Singh,22-05-1976,keshawn.singh@bilearner.com,(501)512-1427x02514,United States,"Chula Vista, California",4142 Fuller Plains Apt. 969,Bachelors,Male,35338,"['critical thinking', 'public relations', 'teamwork', 'leadership', 'training', 'stress management', 'event planning', 'customer service']",archive (5)/data/data/FITNESS/17915015.pdf
Barrett Obrien,13-02-1943,barrett.obrien@bilearner.com,713-469-1059x479,United States,"Indianapolis, Indiana",9138 Kent Common Apt. 166,Masters,Female,94090,"['training', 'creativity', 'customer service']",archive (5)/data/data/DESIGNER/78149576.pdf
Gisselle Villanueva,11-02-1964,gisselle.villanueva@bilearner.com,(316)222-3186x7688,United States,"Austin, Texas",8312 Hunter Brook,Masters,Female,44623,"['communication', 'mentoring', 'customer relations', 'budgeting', 'research', 'marketing', 'project management', 'market research', 'sales', 'business development', 'client relations', 'training', 'editing', 'customer service', 'team building']",archive (5)/data/data/FITNESS/20457611.pdf
Demetrius Mendez,27-09-1944,demetrius.mendez@bilearner.com,(497)692-6648x63687,United States,"Charlotte, North Carolina",1563 White Circles,Masters,Male,91306,"['communication', 'mentoring', 'marketing', 'event management', 'business development', 'Marketing', 'editing', 'Acid']",archive (5)/data/data/DIGITAL-MEDIA/42156237.pdf
Rhett Holmes,04-09-1993,rhett.holmes@bilearner.com,880-383-5004,United States,"Pittsburgh, Pennsylvania",71224 Bradley Islands,Masters,Female,79531,"['sales', 'Sales']",archive (5)/data/data/TEACHER/22408666.pdf
Harold David,17-09-1980,harold.david@bilearner.com,+1-903-488-0840x54999,United States,"Baltimore, Maryland",565 Perkins Trafficway Suite 867,Bachelors,Male,57850,"['communication', 'chef', 'marketing', 'saas', 'business development', 'content creation', 'sales']",archive (5)/data/data/CONSULTANT/15119529.pdf
Terrell Guerra,24-06-1983,terrell.guerra@bilearner.com,209.865.7905x91347,United States,"Henderson, Nevada",85451 Nancy Plaza,Bachelors,Male,8880,"['change management', 'budgeting', 'teamwork', 'leadership', 'ip', 'strategic partnerships', 'marketing', 'project management', 'collaboration', 'san', 'training', 'sales']",archive (5)/data/data/FINANCE/24530382.pdf
Reginald Klein,18-07-1960,reginald.klein@bilearner.com,(457)541-4859x919,United States,"San Bernardino, California",90173 Michelle Key Suite 148,Masters,Female,11959,"['microsoft excel', 'training', 'excel', 'chef']",archive (5)/data/data/CHEF/19831366.pdf
Marcos Sloan,22-08-1990,marcos.sloan@bilearner.com,775-325-7884,United States,"Birmingham, Alabama",8832 Matthew Forges Apt. 897,Bachelors,Female,90692,"['communication', 'excel', 'go', 'base', 'risk management', 'public speaking', 'hipaa', 'training', 'database management', 'sales']",archive (5)/data/data/APPAREL/21570485.pdf
Davion Hahn,11-06-1959,davion.hahn@bilearner.com,+1-208-640-3947x668,United States,"Akron, Ohio",37673 Acosta Keys Apt. 155,Bachelors,Female,75907,"['communication', 'customer relations', 'networking', 'leadership', 'base', 'research', 'attention to detail', 'relationship building', 'training', 'sales', 'customer service']",archive (5)/data/data/SALES/26994282.pdf
Brice Phillips,13-06-1958,brice.phillips@bilearner.com,247-206-1047x2229,United States,"Columbus, Ohio",010 Ware Extension Suite 679,Masters,Male,2777,"['ar', 'excel', 'teamwork', 'microsoft excel', 'marketing', 'training', 'sales', 'customer service']",archive (5)/data/data/FINANCE/14408510.pdf
Alvaro Le,12-06-1961,alvaro.le@bilearner.com,414-798-5746x59321,United States,"Albuquerque, New Mexico",7088 Christy Ranch,Masters,Male,28115,"['communication', 'mentoring', 'security', 'excel', 'monitoring', 'networking', 'coaching', 'resource management', 'training']",archive (5)/data/data/ADVOCATE/38291889.pdf
Darien Young,23-09-1945,darien.young@bilearner.com,235-368-3239x12382,United States,"Fayetteville, North Carolina",96201 Michael Plain Suite 876,Masters,Female,96954,"['communication', 'marketing', 'training', 'sales', 'customer service']",archive (5)/data/data/FITNESS/95769832.pdf
Hayley Chung,19-09-1985,hayley.chung@bilearner.com,+1-936-651-5657x735,United States,"Chesapeake, Virginia",50180 Welch Vista,Masters,Female,36118,"['training', 'gpa', 'leadership']",archive (5)/data/data/CHEF/30128072.pdf
Ellis Maldonado,22-03-1958,ellis.maldonado@bilearner.com,(324)241-6384,United States,"Toledo, Ohio",551 Donald Canyon Suite 073,Masters,Female,48453,"['monitoring', 'research', 'strategic planning', 'content creation', 'event planning']",archive (5)/data/data/TEACHER/76196367.pdf
Alena Ibarra,19-05-1949,alena.ibarra@bilearner.com,890-856-6159,United States,"Baltimore, Maryland",7727 Travis Locks Suite 945,Masters,Female,25247,"['communication', 'excel', 'linux', 'problem solving', 'microsoft excel', 'public speaking', 'attention to detail', 'presentation skills', 'san', 'client relations', 'conflict resolution', 'security', 'sales', 'customer service']",archive (5)/data/data/ADVOCATE/24410405.pdf
Emily Davidson,06-04-1950,emily.davidson@bilearner.com,001-229-675-2408x48092,United States,"Winston-Salem, North Carolina",147 Leah Camp Suite 808,Masters,Male,3445,"['automation', 'DBMS', 'Java', 'Operating System', 'Automation', 'IDE', 'SQL', 'DATABASE MANAGEMENT', 'Selenium']",archive (5)/data/data/CHEF/61322296.pdf
Nickolas Stephens,25-03-1971,nickolas.stephens@bilearner.com,001-450-680-8985x9997,United States,"Overland Park, Kansas",881 Derek Curve Suite 218,Masters,Male,73530,"['time management', 'leadership', 'active listening', 'training', 'customer service']",archive (5)/data/data/ADVOCATE/12171093.pdf
Lamont Prince,17-04-1953,lamont.prince@bilearner.com,001-873-390-1885x083,United States,"Milwaukee, Wisconsin",0825 Serrano Points,Bachelors,Male,47723,"['employee development', 'performance management', 'classification', 'networking', 'research', 'interpersonal skills', 'coaching', 'employee relations', 'baas', 'regulatory compliance', 'training']",archive (5)/data/data/HR/57667857.pdf
Gunner Boone,10-01-1962,gunner.boone@bilearner.com,001-201-280-7637x3471,United States,"Chula Vista, California",6565 Sara Unions,Masters,Female,46328,"['communication', 'gpa', 'excel', 'monitoring', 'networking', 'research', 'marketing', 'market research', 'resource management', 'presentation skills', 'training', 'sales', 'customer service']",archive (5)/data/data/ACCOUNTANT/28939941.pdf
Kaitlin Cooke,30-10-1996,kaitlin.cooke@bilearner.com,+1-573-485-2533x0506,United States,"Fremont, California",469 Mackenzie Hills,Masters,Female,91289,"['critical thinking', 'communication', 'excel', 'problem solving', 'research', 'market research', 'marketing', 'resource management', 'training', 'sales']",archive (5)/data/data/HR/28419173.pdf
Sam Gross,19-11-1957,sam.gross@bilearner.com,797.873.2470x5855,United States,"Kansas City, Missouri",9949 Anthony Pine Suite 297,Masters,Male,39919,"['Javascript', 'Python', 'Matlab', 'HTML', 'AWS', 'JAVA', 'SQL', 'CSS']",archive (5)/data/data/INFORMATION-TECHNOLOGY/30223363.pdf
Nathaly Stuart,16-07-1994,nathaly.stuart@bilearner.com,(499)211-4828x00032,United States,"San Francisco, California",309 Garner Parkway,Masters,Female,43601,"['spark', 'base', 'training', 'sales', 'matlab']",archive (5)/data/data/ENGINEERING/43752620.pdf
Frankie Yang,13-10-1994,frankie.yang@bilearner.com,950.216.9937,United States,"Fontana, California",1422 Joseph Canyon Apt. 108,Bachelors,Male,63971,"['communication', 'sales', 'training']",archive (5)/data/data/FITNESS/80000092.pdf
Alexus Greer,10-04-1942,alexus.greer@bilearner.com,942.944.2862,United States,"Grand Prairie, Texas",36058 Charles Turnpike,Masters,Female,18899,"['training', 'sales', 'chef']",archive (5)/data/data/CHEF/16594812.pdf
Julianne Shaw,16-07-1952,julianne.shaw@bilearner.com,524.599.9460x10219,United States,"Milwaukee, Wisconsin",31894 Andrew Knoll,Masters,Female,82519,"['SQL', 'ETL', 'Unix']",archive (5)/data/data/DESIGNER/42384185.pdf
Raelynn Lara,10-09-1952,raelynn.lara@bilearner.com,(602)712-9749,United States,"Memphis, Tennessee",026 Rogers Lodge Apt. 443,Masters,Female,25010,"['communication', 'mentoring', 'cad', 'project coordination', 'etl', 'project management', 'marketing', 'training', 'sales', 'product management']",archive (5)/data/data/ENGINEERING/86828820.pdf
Leland Chang,08-06-1994,leland.chang@bilearner.com,612.378.2138,United States,"Houston, Texas",9282 Daniel Court,Bachelors,Male,91822,"['communication', 'unix', 'excel', 'linux', 'html', 'teamwork', 'research', 'data analysis', 'training', 'os', 'customer service', 'sql']",archive (5)/data/data/INFORMATION-TECHNOLOGY/11957080.pdf
Hayley Webb,10-11-1986,hayley.webb@bilearner.com,375.897.7368x73579,United States,"Winston-Salem, North Carolina",89032 Morris Turnpike Suite 018,Masters,Male,37752,"['automation', 'security']",archive (5)/data/data/ENGINEERING/10712803.pdf
Teagan Rodriguez,20-06-1942,teagan.rodriguez@bilearner.com,448.889.8355x34902,United States,"Akron, Ohio",5851 Christopher Orchard,Bachelors,Male,16793,"['salesforce', 'excel', 'html', 'google analytics', 'base', 'marketing', 'microsoft excel', 'performance metrics', 'kpi', 'sql']",archive (5)/data/data/DIGITAL-MEDIA/23864858.pdf
Kaylyn Joyce,16-08-2000,kaylyn.joyce@bilearner.com,200-347-1308,United States,"Newark, New Jersey",889 Angela Forges Apt. 854,Bachelors,Female,94808,"['communication', 'mentoring', 'excel', 'leadership', 'problem solving', 'project management', 'relationship building', 'sales', 'customer service', 'team building']",archive (5)/data/data/ARTS/27024099.pdf
Carleigh Garrison,01-04-1949,carleigh.garrison@bilearner.com,(425)384-6621x410,United States,"Tacoma, Washington",250 Mercer Shoals Suite 006,Bachelors,Female,22631,"['ip', 'security', 'networking', 'gpa']",archive (5)/data/data/INFORMATION-TECHNOLOGY/13477922.pdf
Brycen York,03-09-1986,brycen.york@bilearner.com,001-400-705-0245x213,United States,"Philadelphia, Pennsylvania",6833 Ethan Pines Suite 581,Bachelors,Female,70680,"['communication', 'gpa', 'excel', 'leadership', 'research', 'marketing', 'program development', 'editing']",archive (5)/data/data/AGRICULTURE/30437583.pdf
Rigoberto Gibson,16-03-1949,rigoberto.gibson@bilearner.com,897.318.1962,United States,"Des Moines, Iowa",24902 Hall Shores Suite 764,Masters,Male,86374,"['communication', 'public relations', 'leadership', 'marketing', 'project management', 'public speaking', 'editing', 'training', 'sales']",archive (5)/data/data/BANKING/19911786.pdf
Yael Garcia,10-11-1977,yael.garcia@bilearner.com,595.444.8426x7635,United States,"Jersey City, New Jersey",6138 Carlson Forge Suite 458,Masters,Male,93897,"['excel', 'problem solving', 'critical thinking', 'leadership development', 'marketing', 'public speaking', 'supply chain management', 'san', 'security', 'training', 'public relations', 'leadership', 'incident management', 'project management', 'monitoring', 'base', 'research', 'sales', 'event planning']",archive (5)/data/data/HEALTHCARE/93988900.pdf
Jonathon Montes,18-08-1974,jonathon.montes@bilearner.com,894-351-2776x1734,United States,"Rochester, New York",77175 Tommy Garden,Bachelors,Male,47083,"['budgeting', 'chef', 'coaching', 'creativity', 'training']",archive (5)/data/data/CHEF/74522938.pdf
Alexzander Guzman,15-06-1982,alexzander.guzman@bilearner.com,+1-546-223-3041x032,United States,"New York, New York",09522 Kristin Center,Masters,Male,61895,"['Java', 'problem solving', 'SQL', 'C++', 'security']",archive (5)/data/data/DESIGNER/29524570.pdf
Gunnar Gray,03-03-1959,gunnar.gray@bilearner.com,+1-550-737-0998x5225,United States,"Huntsville, Alabama",438 Michelle Well,Masters,Female,43373,"['HTML', 'JavaScript', 'JAVA', 'SQL', 'CSS', 'Go']",archive (5)/data/data/FITNESS/90365216.pdf
Emilee Thompson,22-11-1956,emilee.thompson@bilearner.com,226.862.2029,United States,"Grand Prairie, Texas",887 Kennedy Alley Suite 510,Bachelors,Female,87868,"['automation', 'Java', 'change management', 'Jira', 'Azure', 'azure', 'SQL', 'VM', 'Incident management', 'training', 'security', 'clustering']",archive (5)/data/data/CONSTRUCTION/10041713.pdf
Emmett Chandler,22-01-1963,emmett.chandler@bilearner.com,473-601-3674x422,United States,"Arlington, Texas",461 Jackson Keys Suite 495,Bachelors,Female,7404,"['classification', 'cad', 'leadership', 'base', 'research', 'sales', 'training', 'gpa', 'matlab']",archive (5)/data/data/APPAREL/11409460.pdf
Vincent Ramsey,01-05-1999,vincent.ramsey@bilearner.com,001-908-857-7429,United States,"Las Vegas, Nevada",06461 Jesse Port Apt. 227,Masters,Male,68494,"['automation', 'shell scripting', 'Puppet', 'Unix', 'Linux', 'linux', 'HTML', 'AWS', 'Azure', 'Automation', 'SQL', 'scripting', 'Monitoring', 'sql']",archive (5)/data/data/PUBLIC-RELATIONS/11850315.pdf
Dallas Ross,25-04-1948,dallas.ross@bilearner.com,418.303.3978x0595,United States,"San Antonio, Texas",9055 Massey Port,Masters,Male,69480,"['excel', 'agile', 'marketing', 'decision making', 'project management', 'business development', 'diversity and inclusion', 'sales', 'google sheets']",archive (5)/data/data/ADVOCATE/18090899.pdf
Elvis Kaufman,12-03-1942,elvis.kaufman@bilearner.com,+1-404-888-9427x942,United States,"Riverside, California",8503 Baker Shores Suite 243,Bachelors,Female,16520,"['critical thinking', 'communication', 'excel', 'monitoring', 'analytical skills', 'microsoft excel', 'attention to detail', 'organizational skills', 'customer service']",archive (5)/data/data/HEALTHCARE/54934269.pdf
Rayna Gates,18-04-1963,rayna.gates@bilearner.com,634-681-3928,United States,"Tucson, Arizona",98831 Danielle Isle Apt. 663,Masters,Female,44133,"['training', 'sales', 'go']",archive (5)/data/data/SALES/20141807.pdf
Darryl Wiley,30-08-1976,darryl.wiley@bilearner.com,723-335-7713x24672,United States,"Cincinnati, Ohio",9444 Richard Point,Bachelors,Male,28492,"['communication', 'trend analysis', 'leadership', 'research', 'market research', 'sales']",archive (5)/data/data/APPAREL/16915389.pdf
Liam Blevins,22-09-1991,liam.blevins@bilearner.com,587.668.5430x325,United States,"Atlanta, Georgia",06566 Jimmy Pike,Bachelors,Male,34702,"['training', 'mentoring', 'customer service', 'monitoring']",archive (5)/data/data/APPAREL/16605640.pdf
Easton Zavala,05-06-1982,easton.zavala@bilearner.com,657.449.5708x437,United States,"Atlanta, Georgia",0942 Matthews Motorway Suite 333,Masters,Male,97893,['analytical skills'],archive (5)/data/data/APPAREL/35571205.pdf
Susan Wiggins,23-04-1958,susan.wiggins@bilearner.com,001-595-885-5530,United States,"Des Moines, Iowa",085 Charles Plaza Suite 173,Masters,Male,94765,"['communication', 'leadership', 'research', 'project management', 'training', 'sales']",archive (5)/data/data/SALES/37792474.pdf
Alison Evans,30-05-1977,alison.evans@bilearner.com,(214)297-8300x04152,United States,"Tempe, Arizona",79494 Ian Stravenue Suite 078,Bachelors,Female,83290,"['leadership', 'marketing', 'public speaking', 'sales', 'editing', 'event planning']",archive (5)/data/data/FINANCE/20836112.pdf
Humberto Rocha,22-09-1964,humberto.rocha@bilearner.com,(772)286-2587x7337,United States,"Riverside, California",177 Michael Village Suite 394,Bachelors,Female,47253,"['communication', 'time management', 'process improvement', 'research', 'data analysis', 'san', 'training']",archive (5)/data/data/ENGINEERING/15941675.pdf
Cordell Vazquez,10-05-1944,cordell.vazquez@bilearner.com,001-767-867-0244x742,United States,"Columbus, Ohio",85789 Hanson Common Apt. 000,Masters,Female,52238,"['security', 'budgeting', 'chef', 'marketing', 'bi', 'san', 'training', 'sales', 'customer service']",archive (5)/data/data/CHEF/91591026.pdf
